EDCS-ID	publication	province	place	dating_from	dating_to	date_not_before	date_not_after	status	inscription	inscription_conservative_cleaning	inscription_interpretive_cleaning	material	comment	latitude	longitude	language	photo	partner_link	extra_text	extra_html	raw_dating
EDCS-08100178	AE 1914, 00281 = ILAlg-02-01, 00613	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					milites;  ordo senatorius;  sacerdotes pagani;  tituli honorarii;  tria nomina;  viri	[Q(uinto) Antistio Advento] / [Q(uinti) f(ilio) Postumio Aqui]/[lino co]nsul[i sacerdoti] / [fe]t<i=U>ali IIIIv[iro viar(um) curand(arum)] / [trib(uno)] mil(itum) leg(ionis) I M[in(erviae) P(iae) F(idelis) q(uaestori) pr(o) pr(aetore)] / [pr(ovinciae) Ma]cedoni[ae seviro equitum] / [Roma]nor(um) tr(ibuno) pl(ebis) [leg(ato) pr(o) pr(aetore) pr(ovinciae)] A/[fricae] praet(ori) leg(ato) [Aug(usti) leg(ionis) VI Fer]/[ratae] et leg(ionis) II A[diutr(icis) trans]/[lato] in eam e[xpeditione Par]/[thica] in qua d[onatus est do]/[nis mi]litaribu[s coronis murali] / [vall]ari aur[ea hastis puris] / [tri]bus vexi[illis duobus] / [leg(ato)] Augus[torum pr(o) pr(aetore)] / [prov(inciae) A]rabi[ae cur(atori) operum] / [loc]oru[mque publicorum / [	nsul tUali IIIIv mil leg I M cedoni nor tr pl A praet leg et leg II A in eam e in qua d litaribu ari aur bus vexi Augus rabi orum que publicorum	Quinto Antistio Advento Quinti filio Postumio Aquilino consuli sacerdoti fetiali IIII viro viarum curandarum tribuno militum legionis I Minerviae Piae Fidelis quaestori pro praetore provinciae Macedoniae seviro equitum Romanorum tribuno plebis legato pro praetore provinciae Africae praetori legato Augusti legionis VI Ferratae et legionis II Adiutricis translato in eam expeditione Parthica in qua donatus est donis militaribus coronis murali vallari aurea hastis puris tribus vexiillis duobus legato Augustorum pro praetore provinciae Arabiae curatori operum locorum que publicorum	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD021587;1ae1914-71;1ae1914-72			
EDCS-16200899	AE 1926, 00134	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					Augusti/Augustae;  ordo senatorius;  tituli honorarii;  tituli operum;  tria nomina;  viri	A[m]pliatu[m] es[t templum] / pr[o] venerat(ione) Caelestis [et] / beneficientia Numini[s] / pe[r] conditorem Imp[eratorem] / Fl(avium) Valentem / [tr]iumfatorem / semper August[um] / Publilius Ceion[i]/us Caecina / Albinus v[ir] c[larissimus] / consularis	A pliatu es pr venerat Caelestis beneficientia Numini pe conditorem Imp Fl Valentem iumfatorem semper August Publilius Ceion us Caecina Albinus v c consularis	Ampliatum est templum pro veneratione Caelestis et beneficientia Numinis per conditorem Imperatorem Flavium Valentem triumfatorem semper Augustum Publilius Ceionius Caecina Albinus vir clarissimus consularis	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD021988;1ae1926-33			
EDCS-15900104	AE 1938, 00038	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					Augusti/Augustae;  ordo decurionum;  sacerdotes pagani;  tituli honorarii;  tituli sacri;  tria nomina;  viri	P(ublio) Iulio P(ubli) f(ilio) Qui(rina) / Proximo / aed(ili) IIIvir(o) quinq(uennali) / pr(aefecto) i(ure) d(icundo) col(oniae) Ven(eriae) Rusic(ade) / flam(ini) divi Claudi au/guri mag(istro) augur(um) / Q(uintus) Seius A(uli) f(ilius) Qui(rina) Novellus / Q(uintus) Seius Novellus fil(ius) [	P Iulio P f Qui Proximo aed III vir quinq pr i d col Ven Rusic flam divi Claudi auguri mag augur Q Seius A f Qui Novellus Q Seius Novellus fil	Publio Iulio Publi filio Quirina Proximo aedili III viro quinquennali praefecto iure dicundo coloniae Veneriae Rusicade flamini divi Claudi auguri magistro augurum Quintus Seius Auli filius Quirina Novellus Quintus Seius Novellus filius	lapis		36.364519	6.608260		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$EDCS-15900104.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD021981;1ae1938-14			
EDCS-11800742	AE 1965, 00233	Numidia	Constantine / Bordj Saguiet er Roum / Cirta	117	138	117	138	Augusti/Augustae;  termini;  viri	Ex aucto/ritatc Imp(eratoris) Cae/saris Aug(usti) / Traiani [Hadriani	Ex auctoritatc Imp Caesaris Aug Traiani Hadriani	Ex auctoritatc Imperatoris Caesaris Augusti Traiani Hadriani	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD018292			117 to 138
EDCS-09700394	AE 1972, 00698	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					tituli sacri;  tria nomina;  viri	Minervae / Aug(ustae) / sacrum / Q(uintus) Antisti/us Agath/opus v(otum) s(olvit) l(ibens) a(nimo)	Minervae Aug sacrum Q Antistius Agathopus v s l a	Minervae Augustae sacrum Quintus Antistius Agathopus votum solvit libens animo	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD010060			
EDCS-44000912	BCTH-1904-222	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					mulieres;  tituli sepulcrales;  tria nomina;  viri	Aelia / Satur/nina v/ixit an/nis LXXX / et hic / sepulta est / f(ilius) fecit d(e)d(icavit)q(ue)	Aelia Saturnina vixit annis LXXX et hic sepulta est f fecit ddq	Aelia Saturnina vixit annis LXXX et hic sepulta est filius fecit dedicavit que	lapis		36.364519	6.608260						
EDCS-46300094	BCTH-1930/31-307 = Hugenberg-2005, 01081	Numidia	Constantine / Bordj Saguiet er Roum / Cirta	312	313	312	363	Augusti/Augustae;  miliaria;  viri	"DD[[D]](omini) nn[[n]](ostri) / Flavius / Valerius / Constanti/nus et [[ִ3]] /  [[6]] / [[6]] / [[6]] / Germani/cis Sarmati/c[[[is] 3]] / [[6]] / [[6]] / [[6]] / [[6]] / IIII / bono / rei p(ublicae) / nato(!) // D(omino) n(ostro) Fl(avio) / Claudio / Iuliano / semper / Aug(usto) / IIII"	DD nn Flavius Valerius Constantinus et Germanicis Sarmatic IIII bono rei p nato D n Fl Claudio Iuliano semper Aug IIII	DDDomini nnnostri Flavius Valerius Constantinus et ִ Germanicis Sarmaticis IIII bono rei publicae nato Domino nostro Flavio Claudio Iuliano semper Augusto IIII	lapis		36.364519	6.608260						a:  312 to 313;  361 to 363
EDCS-46400047	BCTH-1934/35-396	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					ordo senatorius;  tituli operum;  tria nomina;  viri	Fl(avius) Avianius Caecilius / v(ir) c(larissimus) cons(ularis) s(ex)f(ascalis) p(rovinciae) N(umidiae) erectis // moles in perpetuum / statura succederet	Fl Avianius Caecilius v c cons sf p N erectis moles in perpetuum statura succederet	Flavius Avianius Caecilius vir clarissimus consularis sexfascalis provinciae Numidiae erectis moles in perpetuum statura succederet	lapis		36.364519	6.608260		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$BCTH_1934-35_396.jpg				
EDCS-13001969	CIL 08, 06939 (p 1847) = ILAlg-02-01, 00468	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					tituli sacri;  tria nomina;  viri	Cae[l]esti A(ugustae) sacrum / [T(itus?)] Horatius Mar[t]ial(is) / [ex] viso cap[it]is don(um) / solvit [N]onis(?) / Maorioscum	Cae esti A sacrum Horatius Mar ial viso cap is don solvit onis Maorioscum	Caelesti Augustae sacrum Titus Horatius Martialis ex viso capitis donum solvit Nonis Maorioscum	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=bu_CIL%26bibl_volume=8%26bibl_subvolume=%26bibl_insc=6939			
EDCS-13001970	CIL 08, 06940 (p 1847) = ILAlg-02-01, 00469 = D 03390	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					officium/professio;  tituli sacri;  tria nomina;  viri	Castori Augusto sac(rum) / L(ucius) Calpurnius L(uci) fil(ius) Quir(ina) / Suc(c)essianus curator / dendrophorum v(otum) s(olvit) / lib(ens) animo	Castori Augusto sac L Calpurnius L fil Quir Sucessianus curator dendrophorum v s lib animo	Castori Augusto sacrum Lucius Calpurnius Luci filius Quirina Successianus curator dendrophorum votum solvit libens animo	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=de-b0051			
EDCS-13001971	CIL 08, 06941 (p 1847) = ILAlg-02-01, 00470 = D 03391	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					officium/professio;  sacerdotes pagani;  tituli sacri;  tria nomina;  viri	Polluci Aug(usti) sacr(um) / L(ucius) Calpurnius L(uci) fil(ius) Quir(ina) / Suc(c)essianus curator / dendrophorum / v(otum) s(olvit) lib(ens) animo	Polluci Aug sacr L Calpurnius L fil Quir Sucessianus curator dendrophorum v s lib animo	Polluci Augusti sacrum Lucius Calpurnius Luci filius Quirina Successianus curator dendrophorum votum solvit libens animo	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=de-b0051			
EDCS-13001972	CIL 08, 06942 (p 1847) = ILAlg-02-01, 00471 = D 06854	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					ordo decurionum;  tituli operum;  tituli sacri;  tria nomina;  viri	Concordiae / coloniarum / Cirtensium / sacrum / C(aius) Iulius C(ai) fil(ius) Quir(ina) / Barbarus quaest(or) / aed(ilis) statuam quam / ob honorem / aedilitatis polli/citus est sua pecu/nia posuit / l(ocus) d(atus) d(ecreto) d(ecurionum)	Concordiae coloniarum Cirtensium sacrum C Iulius C fil Quir Barbarus quaest aed statuam quam ob honorem aedilitatis pollicitus est sua pecunia posuit l d d d	Concordiae coloniarum Cirtensium sacrum Caius Iulius Cai filius Quirina Barbarus quaestor aedilis statuam quam ob honorem aedilitatis pollicitus est sua pecunia posuit locus datus decreto decurionum	lapis		36.364519	6.608260		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ER_D_06854.jpg;PEC0000809	http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0011632;de-b0672;de-b0673			
EDCS-13001973	CIL 08, 06943 = ILAlg-02-01, 00472	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					tituli sacri;  tria nomina;  viri	Fortunae / Caelestis / sacrum / P(ublius) Paconius / Cerialis / v(otum) s(olvit)	Fortunae Caelestis sacrum P Paconius Cerialis v s	Fortunae Caelestis sacrum Publius Paconius Cerialis votum solvit	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=bu_CIL%26bibl_volume=8%26bibl_subvolume=%26bibl_insc=6943			
EDCS-13001974	CIL 08, 06944 (p 1847) = ILAlg-02-01, 00473	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					Augusti/Augustae;  mulieres;  ordo decurionum;  tituli honorarii;  tituli sacri;  tria nomina;  viri	[Fortu]nae Reduci / Aug(ustae) sacrum / pro salute et felicissimo reditu / Imp(eratoris) Caesaris L(uci) Septimi Severi Pii Pertina/cis Augusti Arabici Adiabenici / Parthici maximi fortissimi feli/cissimique pr(incipis) et Imp(eratoris) Caesaris / M(arci) Aureli Antonini Pii Felicis / Augusti [et L(uci) Septimi Getae nobilissimi Caesaris pii]ssim(orum) / fil(iorum) Aug(usti) nostri et Iuliae Augus/t(a)e matris Augusti [et Caes(aris)] et cas/trorum totiusque domus divina[e] / eorum C(aius) Sittius Q(uinti) fili(us) Quirina / Flavianus aedilis IIIvir praefec/tus coloniarum ob hono/rem IIIviratus dedit dedicavitque / repr(a)esentatis etiam suo quoque / tempore utriusque honoris r(ei) p(ublicae) ho/noraris summis HS vicenum mill/ium nummum et ob dedicationem / tanti numinis ludos quoque scae/nicos populo aedidit / d(ecreto) d(ecurionum) s(ua) p(ecunia) p(osuit)	nae Reduci Aug sacrum pro salute et felicissimo reditu Imp Caesaris L Septimi Severi Pii Pertinacis Augusti Arabici Adiabenici Parthici maximi fortissimi felicissimi que pr et Imp Caesaris M Aureli Antonini Pii Felicis Augusti ssim fil Aug nostri et Iuliae Auguste matris Augusti et castrorum totius que domus divina eorum C Sittius Q fili Quirina Flavianus aedilis III vir praefectus coloniarum ob honorem III viratus dedit dedicavit que representatis etiam suo quo que tempore utrius que honoris r p honoraris summis HS vicenum millium nummum et ob dedicationem tanti numinis ludos quo que scaenicos populo aedidit d d s p p	Fortunae Reduci Augustae sacrum pro salute et felicissimo reditu Imperatoris Caesaris Luci Septimi Severi Pii Pertinacis Augusti Arabici Adiabenici Parthici maximi fortissimi felicissimi que principis et Imperatoris Caesaris Marci Aureli Antonini Pii Felicis Augusti et Luci Septimi Getae nobilissimi Caesaris piissimorum filiorum Augusti nostri et Iuliae Augustae matris Augusti et Caesaris et castrorum totius que domus divinae eorum Caius Sittius Quinti filius Quirina Flavianus aedilis III vir praefectus coloniarum ob honorem III viratus dedit dedicavit que repraesentatis etiam suo quo que tempore utrius que honoris rei publicae honoraris summis HS vicenum millium nummum et ob dedicationem tanti numinis ludos quo que scaenicos populo aedidit decreto decurionum sua pecunia posuit	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=bu_CIL%26bibl_volume=8%26bibl_subvolume=%26bibl_insc=6944			
EDCS-13001975	CIL 08, 06945 (p 1847) = ILAlg-02-01, 00476	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					nomen singulare;  tituli operum;  tituli sacri;  viri	Genio domus / Aug(ustae) sacr(um) / Telesphorus / arula[m libe(n)]s / animo dedit	Genio domus Aug sacr Telesphorus arula s animo dedit	Genio domus Augustae sacrum Telesphorus arulam libens animo dedit	lapis		36.364519	6.608260						
EDCS-13001976	CIL 08, 06946 (p 1847) = ILAlg-02-01, 00477 = IIulian 00168	Numidia	Constantine / Bordj Saguiet er Roum / Cirta	361	363	361	363	Augusti/Augustae;  tituli sacri;  viri	Genio / d(omini) n(ostri) / Iuliani / Augusti // vota / publi/ca	Genio d n Iuliani Augusti vota publica	Genio domini nostri Iuliani Augusti vota publica	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0011633;S2599			361 to 363
EDCS-13001977	CIL 08, 06947 (p 1847) = ILAlg-02-01, 00478 = AntAfr-2007-87	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					litterae erasae;  ordo decurionum;  tituli honorarii;  tituli operum;  tituli sacri;  viri	Genio populi / ⟦6⟧ / ⟦[3]imi⟧ / C(aius) Pontius / T(iti) fili/us Quir(ina) Satur/ninus statuam / quam ob honorem / aedilitatis promi/[s]it sua pecunia posuit / [a]d cuius dedicatio/[n]em ludos etiam scae/[n]icos cum missilibus / [e]didit l(ocus) d(atus) d(ecreto) d(ecurionum)	Genio populi ⟦⟧ ⟦ imi⟧ C Pontius T filius Quir Saturninus statuam quam ob honorem aedilitatis promi it sua pecunia posuit d cuius dedicatio em ludos etiam scae icos cum missilibus didit l d d d	Genio populi ⟦⟧ ⟦ imi⟧ Caius Pontius Titi filius Quirina Saturninus statuam quam ob honorem aedilitatis promisit sua pecunia posuit ad cuius dedicationem ludos etiam scaenicos cum missilibus edidit locus datus decreto decurionum	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0011634			
EDCS-13001978	CIL 08, 06948 (p 1847) = ILAlg-02-01, 00479 = D 06858 = AntAfr-2007-85	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					Augusti/Augustae;  ordo equester;  sacerdotes pagani;  tituli honorarii;  tituli operum;  tituli sacri;  tria nomina;  viri	Genio populi / M(arcus) Roccius Felix / M(arci) fil(ius) Quir(ina) eq(uo) publ(ico) / IIIvir sac(erdos) urb(is) fl(amen) divi / M(arci) Antonini statuam quam / ob honorem IIIviratus promisit / ex HS VI mil(ibus) n(ummum) sua pecunia / posuit ad cuius dedicationem / sportulas denarios singulos / secundum matricem public(am) / civibus de suo dedit itemque / ludos scaenicos cum missilibus / [edidit	Genio populi M Roccius Felix M fil Quir eq publ III vir sac urb fl divi M Antonini statuam quam ob honorem III viratus promisit ex HS VI mil n sua pecunia posuit ad cuius dedicationem sportulas denarios singulos secundum matricem public civibus de suo dedit item que ludos scaenicos cum missilibus edidit	Genio populi Marcus Roccius Felix Marci filius Quirina equo publico III vir sacerdos urbis flamen divi Marci Antonini statuam quam ob honorem III viratus promisit ex HS VI milibus nummum sua pecunia posuit ad cuius dedicationem sportulas denarios singulos secundum matricem publicam civibus de suo dedit item que ludos scaenicos cum missilibus edidit	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=de-b0673			
EDCS-13001979	CIL 08, 06949 = ILAlg-02-01, 00480 = D 03799	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					tituli sacri	Gloriae / Aug(ustae) / sacrum	Gloriae Aug sacrum	Gloriae Augustae sacrum	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=de-b0102			
EDCS-13001980	CIL 08, 06950 = ILAlg-02-01, 00481	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					ordo decurionum;  ordo equester;  sacerdotes pagani;  tituli sacri;  tria nomina;  viri	[H]ono[ri] / Q(uintus) Iu[lius [3] f(ilius) Quir(ina)] / Hono[ratus] / augur [3] / adlectus i[n V] / decurias [(a)ed(ilis) q(uaestoriae)] / pot(estatis) triumvir I[V col(oniarum)] / [q(uin)q(uennalis) prae[f(ectus) col(oniae)] / [S]arn[iae Milev	ono Q Iulius Hono augur adlectus i decurias pot triumvir I qq prae arniae Milev	Honori Quintus Iulius filius Quirina Honoratus augur adlectus in V decurias aedilis quaestoriae potestatis triumvir IV coloniarum quinquennalis praefectus coloniae Sarniae Milev	lapis		36.364519	6.608260						
EDCS-13001981	CIL 08, 06951 = ILAlg-02-01, 00482	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					mulieres;  tituli sacri;  tria nomina;  viri	Honoris / Virtutis / Aug(ustae) sac(rum) / Q(uintus) Domiti/us Primi/anus et Iu/lia Fortu/nula uxor / eius / candida/ta eius viso / moniti Dae/[3]ponum	Honoris Virtutis Aug sac Q Domitius Primianus et Iulia Fortunula uxor eius candidata eius viso moniti Dae ponum	Honoris Virtutis Augustae sacrum Quintus Domitius Primianus et Iulia Fortunula uxor eius candidata eius viso moniti Dae ponum	lapis		36.364519	6.608260						
EDCS-13001982	CIL 08, 06952 = ILAlg-02-01, 00511	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					nomen singulare;  tituli sacri;  viri	Vo(tum) l(ibens) m(erito) / (H)ieron	Vo l m ieron	Votum libens merito Hieron	lapis		36.364519	6.608260						
EDCS-13001983	CIL 08, 06953 = ILAlg-02-01, 00484	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					tituli operum;  tituli sacri	Iovi O(ptimo) M(aximo) / Aug(usto) sac(rum) / aram quam C[	Iovi O M Aug sac aram quam C	Iovi Optimo Maximo Augusto sacrum aram quam C	lapis		36.364519	6.608260						
EDCS-13001984	CIL 08, 06954 = CIL 08, 19415 = ILAlg-02-01, 00485	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					sacerdotes pagani;  tituli sacri;  tria nomina;  viri	I(ovi) O(ptimo) M(aximo) / Q(uintus) Sittius / Q(uinti) fil(ius) Quirin(a) / Victor fla[men] / p(er)p(etuus) po[suit(?)	I O M Q Sittius Q fil Quirin Victor fla pp posuit	Iovi Optimo Maximo Quintus Sittius Quinti filius Quirina Victor flamen perpetuus posuit	lapis		36.364519	6.608260						
EDCS-13001985	CIL 08, 06955 = CIL 08, 19416 = ILAlg-02-01, 00486 = CCCA-05, 00132	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					tituli sacri;  tria nomina;  viri	I(ovi) O(ptimo) M(aximo) / dis deabusque / Matri deum Mag/nae Idae[a]e Apol/lini [3] / M(arcus) Coc[cei]us / [3] f(ilius) Ani[cius Faust]u[s Flavianus] / [3]VC I[3] / [3] PAPII[3] / [3]OII[	I O M dis deabus que Matri deum Magnae Idae e Apollini M Coc us f Ani u VC I PAPII OII	Iovi Optimo Maximo dis deabus que Matri deum Magnae Idaeae Apollini Marcus Cocceius filius Anicius Faustus Flavianus VC I PAPII OII	lapis		36.364519	6.608260						
EDCS-13001986	CIL 08, 06956 (p 1847) = ILAlg-02-01, 00499	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					tituli operum;  tituli sacri;  tria nomina;  viri	Neptuno Aug(usto) / sacr(um) / M(arcus) Licinius Ianu/arius curator e/lonic(?) anno suo / cum {i}sport(ulis) aram / dono dedit	Neptuno Aug sacr M Licinius Ianuarius curator elonic anno suo cum isport aram dono dedit	Neptuno Augusto sacrum Marcus Licinius Ianuarius curator elonic anno suo cum sportulis aram dono dedit	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=bu_CIL%26bibl_volume=8%26bibl_subvolume=%26bibl_insc=6956			
EDCS-13001987	CIL 08, 06957 (p 1847) = ILAlg-02-01, 00500	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					ordo decurionum;  ordo equester;  tituli operum;  tituli sacri;  tria nomina;  viri	Pac[i Aug(usti) sacrum] / P(ublius) Gavi[us 3 Pala]/tina(?) I[3] / equo p[ublico exorn(ato)] / aedilis [q(uaestoriae?) potesta]/tis pr[aef(ectus) pro IIIviris(?)] / st[atuam	Pac P Gavi tina I equo p aedilis tis pr statuam	Paci Augusti sacrum Publius Gavius Palatina I equo publico exornato aedilis quaestoriae potestatis praefectus pro III viris statuam	lapis		36.364519	6.608260						
EDCS-13001988	CIL 08, 06958 (p 1847) = ILAlg-02-01, 00501 = D 06860	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					ordo decurionum;  tituli sacri;  tria nomina;  viri	[Pal]ladi sacrum / [3 Qua]dratus Baebianus / [3 V]index aedil(is) quaest(or) IIIvir / [praef(ectus) i(ure) d(icundo) col(oniarum)] Rusicadensis Chullitanae / [IIIvir q(uin)q(uennalis) praete]r diem ludorum floralium / [3 qu]os IIIvir sua pecunia fecit / [3 et] quod quinquennal(is) publicum / [3 i]tem(?) tumultu Gaetulorum / [3]li fratris sui centuri[o]/[onis 3 p]atris(?) sui eiusdem voluntat/[e 3] rei publicae inlatis h/[onorariis summis 3 cum ad opus] novum HS C mil(ia) [n(ummum) pro]mis[issit] / [3 cum simula]cro sua pecunia feci[t]	ladi sacrum dratus Baebianus index aedil quaest III vir Rusicadensis Chullitanae r diem ludorum floralium os III vir sua pecunia fecit quod quinquennal publicum tem tumultu Gaetulorum li fratris sui centuri atris sui eiusdem voluntat rei publicae inlatis h novum HS C mil mis cro sua pecunia feci	Palladi sacrum Quadratus Baebianus Vindex aedilis quaestor III vir praefectus iure dicundo coloniarum Rusicadensis Chullitanae III vir quinquennalis praeter diem ludorum floralium quos III vir sua pecunia fecit et quod quinquennalis publicum item tumultu Gaetulorum li fratris sui centurioonis patris sui eiusdem voluntate rei publicae inlatis honorariis summis cum ad opus novum HS C milia nummum promisissit cum simulacro sua pecunia fecit	lapis		36.364519	6.608260		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PEC0000812	http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0011635;de-b0674			
EDCS-13001989	CIL 08, 06959 (p 965) = ILAlg-02-01, 00502 = Saturne-02, p 28 = Louvre 00062	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					tituli sacri	Saturno Au(gusto) s(acrum) / [	Saturno Au s	Saturno Augusto sacrum	lapis		36.364519	6.608260						
EDCS-13001990	CIL 08, 06960 = ILAlg-02-01, 00503 = Saturne-02, p 28	Numidia	Constantine / Bordj Saguiet er Roum / Cirta	1	300	1	500	inscriptiones christianae;  tituli sacri	Saturn[o Aug(usto) sacrum] / [G]avi[us(?)] / [ex] viso [ // ?	Saturn avi viso	Saturno Augusto sacrum Gavius ex viso	lapis	monogramma Christi	36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0011636			a:  1 to 300;   b:  301 to 500
EDCS-13001991	CIL 08, 06961 = ILAlg-02-01, 00504 = Saturne-02, p 26 = LBIRNA 00942	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					sacerdotes pagani;  tituli sacri;  tria nomina;  viri	promis]sam ministris dei Sa[t]urni / [3]s Saturninus Domitius Primianus / [3 sibi] suisque fecerunt	promissam ministris dei Sa urni s Saturninus Domitius Primianus suis que fecerunt	promissam ministris dei Saturni s Saturninus Domitius Primianus sibi suis que fecerunt	lapis		36.364519	6.608260						
EDCS-13001992	CIL 08, 06962 = ILAlg-02-01, 00528	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					ordo decurionum;  ordo equester;  tituli operum;  tituli sacri;  tria nomina;  viri	[Sil]vano / [Aug(usto) s]acrum / [P(ublius) Pac]onius P(ubli) f(ilius) Qui[r(ina)] / [Ce]rialis aedi[(lis) q(uaestoriae) p(otestatis)] / IIIvir [P(ublius) P]aconiu[s] / [3]conus eques / [Ro]manus [no]mine / [Cer]ialis f(aciendum) c(uravit) item / [Mer]curium aere/[um in] templo Aeruc(inae) / [de s]ua pecunia / [posu]it d(edit) d(e)d(icavit)	vano acrum onius P f Qui rialis aedi III vir aconiu conus eques manus mine ialis f c item curium aere templo Aeruc ua pecunia it d dd	Silvano Augusto sacrum Publius Paconius Publi filius Quirina Cerialis aedilis quaestoriae potestatis III vir Publius Paconius conus eques Romanus nomine Cerialis faciendum curavit item Mercurium aereum in templo Aerucinae de sua pecunia posuit dedit dedicavit	lapis		36.364519	6.608260						
EDCS-13001993	CIL 08, 06963 = ILAlg-02-01, 02046	Numidia	Constantine / Bordj Saguiet er Roum / Cirta					litterae erasae;  tria nomina;  viri	Numini Sil/vani Aug(usti) / ⟦3⟧ae sacrum / [1] Iulius Ho/noratus d(ecreto) d(ecurionum) / s(ua) p(ecunia) l(ibens) a(nimo) fecit / ex HS CXL n(ummo) / idemque de/dicavit	Numini Silvani Aug ⟦⟧ae sacrum Iulius Honoratus d d s p l a fecit ex HS CXL n idem que dedicavit	Numini Silvani Augusti ⟦⟧ae sacrum Iulius Honoratus decreto decurionum sua pecunia libens animo fecit ex HS CXL nummo idem que dedicavit	lapis		36.364519	6.608260						
EDCS-13001994	CIL 08, 06964 (p 1847) = ILAlg-02-01, 00530	Numidia	Constantine / Bordj Saguiet er Roum / Cirta	121	123	121	123	ordo senatorius;  tituli sacri	Veneri Aug(ustae) / [3]us [3]us leg(atus) Aug(usti) pr(o) pr(aetore) de[dicavit	Veneri Aug us us leg Aug pr pr dedicavit	Veneri Augustae us us legatus Augusti pro praetore dedicavit	lapis		36.364519	6.608260			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD031180			121 to 123
